,Compound,Date,Negative,Neutral,Positive,User,text
31,-0.5994,Fri Jan 05 08:30:37 +0000 2018,0.83,0.17,0.0,@CNN,Toshiba's disastrous foray into the US nuclear business is coming to an end -- the Japanese conglomerate is selling… https://t.co/3fe3iUXrsq
32,0.2732,Fri Jan 05 08:17:38 +0000 2018,0.896,0.0,0.104,@CNN,North Korea has accepted South Korea's proposal for official talks. The person-to-person talks will be held on Janu… https://t.co/Zot7j1Ly1c
33,-0.4588,Fri Jan 05 08:04:11 +0000 2018,0.864,0.136,0.0,@CNN,"Egypt and Liverpool striker Mohamed Salah has been named African Player of the Year, beating his club teammate Sadi… https://t.co/WSJrWPa864"
34,-0.1531,Fri Jan 05 07:45:04 +0000 2018,0.904,0.096,0.0,@CNN,Researchers have revealed two vulnerabilities in computer processors affecting billions of devices around the world… https://t.co/R5XbKOH5NY
35,0.0,Fri Jan 05 07:30:15 +0000 2018,1.0,0.0,0.0,@CNN,This amateur astronomer took a unique photo of the International Space Station passing in front of the sun… https://t.co/lkeu6Pj05f
36,-0.4939,Fri Jan 05 07:15:05 +0000 2018,0.833,0.167,0.0,@CNN,Sean Spicer on his time as White House press secretary: There were times I screwed up https://t.co/EbFVGkhl3J https://t.co/B35E1qmGpQ
37,-0.7783,Fri Jan 05 07:08:03 +0000 2018,0.688,0.312,0.0,@CNN,Book fury hits Trump where it hurts most -- his image | Analysis by Stephen Collinson https://t.co/0Jc6vl5MkY https://t.co/hdaWF35WL8
38,0.0,Fri Jan 05 07:00:08 +0000 2018,1.0,0.0,0.0,@CNN,Hours after a personal attorney for President Trump sent a cease and desist letter to the publisher and author of a… https://t.co/GCjDh0DwVG
39,0.0,Fri Jan 05 06:53:06 +0000 2018,1.0,0.0,0.0,@CNN,Beachwear buyout: Quiksilver is merging with Billabong https://t.co/9T2rEqfBPX https://t.co/SG1DMJfdyo
40,0.2732,Fri Jan 05 06:45:07 +0000 2018,0.84,0.0,0.16,@CNN,The case for President Trump's mental fitness | Analysis by @CillizzaCNN https://t.co/RPmVENn04A https://t.co/JD9p20ZBmx
41,-0.2263,Fri Jan 05 06:30:08 +0000 2018,0.853,0.147,0.0,@CNN,Lettuce suspected in deadly E. coli outbreak in the US https://t.co/cuLrWH6vy3 https://t.co/e4vxKiPRjM
42,-0.296,Fri Jan 05 06:15:04 +0000 2018,0.75,0.155,0.095,@CNN,States that allow marijuana use reacted with frustration to Attorney General Jeff Sessions' rescinding of Obama-era… https://t.co/faKX8K8jhB
43,0.4215,Fri Jan 05 06:00:23 +0000 2018,0.811,0.0,0.189,@CNN,"Eating fish improves kids' IQ scores and sleep, a new study says https://t.co/6u9t2rlWnL https://t.co/pRyHRswkMs"
44,0.0,Fri Jan 05 05:46:13 +0000 2018,1.0,0.0,0.0,@CNN,"Massive winter storm brought subfreezing temperatures, high winds and flooding to the East Coast… https://t.co/N1G4vi2awN"
45,0.0,Fri Jan 05 05:41:38 +0000 2018,1.0,0.0,0.0,@CNN,"Chunks of ice, and even an ice machine, were seen floating in flood waters in Scituate Harbor, Massachusetts, as th… https://t.co/6ln79LSZFl"
46,0.0,Fri Jan 05 05:30:06 +0000 2018,1.0,0.0,0.0,@CNN,Mark Zuckerberg's goal for 2018 is to fix Facebook https://t.co/8RIxUwWkpM https://t.co/fShimnXaFN
47,0.0,Fri Jan 05 05:16:43 +0000 2018,1.0,0.0,0.0,@CNN,"This is how it looked today in Brant Rock, Massachusetts, as storm surge from the massive winter storm moving up th… https://t.co/YaudxRbH6A"
48,-0.4404,Fri Jan 05 05:08:06 +0000 2018,0.873,0.127,0.0,@CNN,President Trump has stepped up attacks against a new book by Michael Wolff about his campaign and the early days of… https://t.co/Cy4w3CnhoJ
49,-0.2263,Fri Jan 05 05:00:07 +0000 2018,0.769,0.134,0.097,@CNN,The US is suspending security assistance to Pakistan over what it says is a failure by the country to adequately cr… https://t.co/xPSCUHrdhr
50,0.4215,Fri Jan 05 04:48:53 +0000 2018,0.872,0.0,0.128,@CNN,"How director Ava DuVernay is making the entertainment industry more reflective of the world we live in, one distinc… https://t.co/2aIhwqxEX0"
51,-0.1531,Fri Jan 05 04:30:07 +0000 2018,0.904,0.096,0.0,@CNN,Researchers have revealed two vulnerabilities in computer processors affecting billions of devices around the world… https://t.co/gecBIftGrl
52,-0.6249,Fri Jan 05 04:22:07 +0000 2018,0.687,0.313,0.0,@CNN,Caste violence erupts in India over 200-year-old faultline https://t.co/ztapkLpRT1 https://t.co/yDbkwrE5Hm
53,-0.3182,Fri Jan 05 04:15:10 +0000 2018,0.887,0.113,0.0,@CNN,Tension is brewing between the US and Europe over how the international community should address the deadly protest… https://t.co/hdfI2fIKdn
54,0.0,Fri Jan 05 04:08:06 +0000 2018,1.0,0.0,0.0,@CNN,"President Trump considered replacing Neil Gorsuch with Rudy Giuliani, according to Michael Wolff's new book… https://t.co/8lyGyAqJ1V"
55,0.0,Fri Jan 05 04:00:20 +0000 2018,1.0,0.0,0.0,@CNN,"World's longest glass bridge opens in Hebei, China https://t.co/uPVkc6ut5j (via @CNNTravel) https://t.co/GHaLg53elN"
56,0.2732,Fri Jan 05 03:50:57 +0000 2018,0.9,0.0,0.1,@CNN,"North Korea has accepted South Korea's proposal for official talks, in what will be the first high-level contact to… https://t.co/U501mnA8rX"
57,0.4939,Fri Jan 05 03:45:14 +0000 2018,0.802,0.0,0.198,@CNN,Construction has begun on a $2.3 billion project to extend the natural contour of Monaco’s coastline a further 15 a… https://t.co/P3sKM6Gwct
58,-0.3612,Fri Jan 05 03:30:08 +0000 2018,0.884,0.116,0.0,@CNN,The US Food and Drug Administration issued new guidance to the food industry. The agency has been criticized recent… https://t.co/VvOOqd2M0K
59,0.0,Fri Jan 05 03:20:06 +0000 2018,1.0,0.0,0.0,@CNN,Washington state offers third gender option on birth certificates https://t.co/xfo3dg35dP https://t.co/oyOxsaMO4s
60,0.0,Fri Jan 05 03:10:11 +0000 2018,1.0,0.0,0.0,@CNN,Judge rules Fusion GPS bank records must be turned over to House Russia probe https://t.co/zx9KBOzaI0 https://t.co/e60ZG3bAV8
61,-0.296,Fri Jan 05 03:00:21 +0000 2018,0.75,0.155,0.095,@CNN,States that allow marijuana use reacted with frustration to Attorney General Jeff Sessions' rescinding of Obama-era… https://t.co/91JEftM0zp
62,0.0772,Fri Jan 05 02:50:50 +0000 2018,0.717,0.112,0.17,@CNN,Special counsel Robert Mueller is aware of an unsuccessful attempt by President Trump to lobby Attorney General Jef… https://t.co/Fomoo7xT9q
63,0.0,Fri Jan 05 02:50:03 +0000 2018,1.0,0.0,0.0,@CNN,White House spokesman: Steve Bannon produced 'zero' results https://t.co/6tn3ui2qlH https://t.co/RRGHW2LQSx
64,0.2732,Fri Jan 05 02:39:34 +0000 2018,0.896,0.0,0.104,@CNN,North Korea has accepted South Korea's proposal for official talks. The person-to-person talks will be held on Janu… https://t.co/bmGdXBPocf
65,0.4939,Fri Jan 05 02:35:07 +0000 2018,0.781,0.0,0.219,@CNN,"House Speaker Paul Ryan backed fellow congressional Republican, House Intelligence Chairman Devin Nunes, in spat wi… https://t.co/zp3QYx4rFC"
66,0.6597,Fri Jan 05 02:25:28 +0000 2018,0.779,0.0,0.221,@CNN,Lunching with Betty White is just as entertaining as you might imagine. The comedy queen dishes on her eight decade… https://t.co/cyP0qEWxPD
67,-0.1531,Fri Jan 05 02:12:45 +0000 2018,0.882,0.118,0.0,@CNN,Apple says all Macs and iOS devices affected by chip flaws https://t.co/ghfx5XKQ0T https://t.co/Yd7WAwdjMJ
68,0.4005,Fri Jan 05 02:02:35 +0000 2018,0.87,0.0,0.13,@CNN,Some children living in the southern US were very excited to see snow for the first time https://t.co/e1f3Sq7Owg https://t.co/FujEEqnDTY
69,0.0,Fri Jan 05 01:51:02 +0000 2018,1.0,0.0,0.0,@CNN,The US Coast Guard used one of its Cutter boats to break open a very icy Hudson River today https://t.co/6AbmONkVoL https://t.co/yajb3DC3d3
70,0.0,Fri Jan 05 01:35:25 +0000 2018,1.0,0.0,0.0,@CNN,A record-breaking 22 women are now serving in the US Senate https://t.co/cI0ekSbqyJ https://t.co/npf4EEx62r
71,-0.4939,Fri Jan 05 01:20:12 +0000 2018,0.833,0.167,0.0,@CNN,Sean Spicer on his time as White House press secretary: There were times I screwed up https://t.co/w3RNT7BDJt https://t.co/KNpVSEZB4U
72,0.0,Fri Jan 05 01:10:05 +0000 2018,1.0,0.0,0.0,@CNN,This amateur astronomer took a unique photo of the International Space Station passing in front of the sun… https://t.co/0zVcOD5pIV
73,0.0,Fri Jan 05 01:01:04 +0000 2018,1.0,0.0,0.0,@CNN,"2017 was a defining year for American women. From the Women’s March on Washington to the #MeToo moment, a movement… https://t.co/5MiwkB5e1M"
74,-0.6597,Fri Jan 05 00:45:00 +0000 2018,0.779,0.221,0.0,@CNN,"RT @OutFrontCNN: ""He is a stubborn, stubborn man...he's not going to change, that is him."" - Sam Nunberg, Former Donald Trump Campaign aide…"
75,0.0,Fri Jan 05 00:42:06 +0000 2018,1.0,0.0,0.0,@CNN,"A lit firework landed in the trunk of this car, which was carrying 600 more fireworks https://t.co/U8AymCqoMN https://t.co/KZeRWWeaO4"
76,0.0,Fri Jan 05 00:40:28 +0000 2018,1.0,0.0,0.0,@CNN,That's one way to shovel snow off your driveway... https://t.co/wRSeayqTuO https://t.co/kWsrNztqmb
77,-0.1531,Fri Jan 05 00:27:42 +0000 2018,0.89,0.11,0.0,@CNN,10 times Donald Trump has raised the possibility of lawsuits on Twitter https://t.co/ybP9APYsFE https://t.co/BM0pZNIN55
78,0.0,Fri Jan 05 00:12:33 +0000 2018,1.0,0.0,0.0,@CNN,"Chunks of ice, and even an ice machine, were seen floating in flood waters in Scituate Harbor, Massachusetts, today… https://t.co/15nAHtRKlB"
79,0.0,Fri Jan 05 00:00:12 +0000 2018,1.0,0.0,0.0,@CNN,Sean Spicer on Steve Bannon's book quotes: 'What we didn't hear is a denial' https://t.co/WR998wtSSm https://t.co/MPwnNOyivw
80,-0.2263,Thu Jan 04 23:50:03 +0000 2018,0.853,0.147,0.0,@CNN,Lettuce suspected in deadly E. coli outbreak in the US https://t.co/zlr0Xun5oF https://t.co/pFdYKBNH9E
81,-0.2263,Thu Jan 04 23:40:08 +0000 2018,0.769,0.134,0.097,@CNN,The US is suspending security assistance to Pakistan over what it says is a failure by the country to adequately cr… https://t.co/dO3emgkJkF
82,-0.3182,Thu Jan 04 23:28:09 +0000 2018,0.68,0.32,0.0,@CNN,Google hit with revised gender pay lawsuit https://t.co/3C0PEiOivv https://t.co/x66jgl8Mh5
83,-0.34,Thu Jan 04 23:16:43 +0000 2018,0.789,0.211,0.0,@CNN,White House: Breitbart should consider firing Steve Bannon https://t.co/LLKtRnJ1wU https://t.co/I1NEQImvaH
84,0.1027,Thu Jan 04 23:04:53 +0000 2018,0.928,0.0,0.072,@CNN,"RT @CNNSitRoom: Senator Blumenthal: ""There's a lot more than Donald Trump has admitted in his dealings with the Russians"" https://t.co/wJSg…"
85,0.128,Thu Jan 04 23:04:37 +0000 2018,0.818,0.082,0.1,@CNN,RT @CNNnewsroom: Sean Spicer on Bannon's book quotes: “There is no question the accuracy of this book is definitely in question … What we d…
86,-0.296,Thu Jan 04 23:01:13 +0000 2018,0.913,0.087,0.0,@CNN,"Sean Spicer to @secupp on his time as White House press secretary: ""At no time did I go up and say something that w… https://t.co/Ng5ar7PO2i"
87,0.0,Thu Jan 04 22:59:37 +0000 2018,1.0,0.0,0.0,@CNN,"Nothing affects President Trump more than what people say about him, writes Michael D'Antonio for @CNNOpinion… https://t.co/tjnmtUEU2u"
88,0.2732,Thu Jan 04 22:45:06 +0000 2018,0.84,0.0,0.16,@CNN,The case for President Trump's mental fitness | Analysis by @CillizzaCNN https://t.co/n3HbZSJxAc https://t.co/jfq50lftu2
89,0.0,Thu Jan 04 22:36:05 +0000 2018,1.0,0.0,0.0,@CNN,"“One tweet later, one policy later, a complete reversal”: Republican Colorado Sen. Cory Gardner blasts Attorney Gen… https://t.co/ORxtkwgeM1"
90,0.0,Thu Jan 04 22:25:03 +0000 2018,1.0,0.0,0.0,@CNN,"This is how it looked today in Brant Rock, Massachusetts, as storm surge from the massive winter storm moving up th… https://t.co/JUK4BzXbyj"
91,0.128,Thu Jan 04 22:12:50 +0000 2018,0.647,0.158,0.194,@CNN,Amazon's smart mirror patent teases the future of fashion https://t.co/9zjEc67g8u https://t.co/s27rc2EkoQ
92,0.3804,Thu Jan 04 22:01:18 +0000 2018,0.78,0.073,0.147,@CNN,Issa Rae is unapologetically awkward and unbelievably funny. How the YouTube star turned HBO sensation is riding he… https://t.co/tEidKGsuih
93,-0.4019,Thu Jan 04 21:47:35 +0000 2018,0.817,0.125,0.058,@CNN,"RT @HLNTV: .@seanspicer: ""I screwed up"" as White House press secretary https://t.co/8tcZaM5RL1

Tune in to HLN at 5pm ET for an exclusive h…"
94,0.0,Thu Jan 04 21:45:14 +0000 2018,1.0,0.0,0.0,@CNN,"This star — which is 50% bigger than our sun and 1,000 degrees hotter — is baffling astronomers… https://t.co/u6bvmuDSH7"
95,-0.4019,Thu Jan 04 21:27:06 +0000 2018,0.816,0.184,0.0,@CNN,"Gene therapy for a rare retinal disorder to cost $425,000 per eye https://t.co/YnCbN7MwJ4 https://t.co/Z9AH5kGOmh"
96,0.0,Thu Jan 04 21:13:31 +0000 2018,1.0,0.0,0.0,@CNN,Hours after a personal attorney for President Trump sent a cease and desist letter to the publisher and author of a… https://t.co/nS8Bch0oaY
97,-0.5859,Thu Jan 04 21:00:39 +0000 2018,0.774,0.226,0.0,@CNN,The White House has dissolved President Trump's much-touted commission on election fraud https://t.co/bDNwiNTyFp https://t.co/vWhial8tGr
98,0.3612,Thu Jan 04 20:47:20 +0000 2018,0.745,0.098,0.157,@CNN,We’re driving around Boston in the bomb cyclone where nearly a foot of snow has already fallen. More than 13 millio… https://t.co/Dr0DNpN5a7
99,0.0,Thu Jan 04 20:35:13 +0000 2018,1.0,0.0,0.0,@CNN,Auto sales fall for the first time in 9 years https://t.co/PZG26JyRyQ https://t.co/wydT682LWc
