,Compound,Date,Negative,Neutral,Positive,User,text
21,0.8591,Thu Jan 04 18:00:03 +0000 2018,0.632,0.0,0.368,@LFC,"To mark the signing of our new No.4, we’re giving one fan the chance to win a 2017/18 home shirt signed by… https://t.co/EzdAK9s3Zm"
22,0.6114,Thu Jan 04 17:57:30 +0000 2018,0.637,0.0,0.363,@LFC,"RT @LFC: Happy birthday James Milner! 

??? https://t.co/KEuufNNVu4"
23,0.0,Thu Jan 04 17:00:06 +0000 2018,1.0,0.0,0.0,@LFC,"Sublime from every angle. ?

Mane's ?vs Burnley... https://t.co/3yPtqW5L44"
24,0.4939,Thu Jan 04 16:00:05 +0000 2018,0.833,0.0,0.167,@LFC,"Throughout January, save 50% on food at the Boot Room Sports Cafe at Anfield ?? 

? https://t.co/oziNfVxuA1 ? https://t.co/kMZfRRFCs4"
25,0.5106,Thu Jan 04 15:58:07 +0000 2018,0.68,0.0,0.32,@LFC,"Some impressive entries ?

Which is your favourite #MyLFCMatchdayImage?"
26,0.0772,Thu Jan 04 15:52:46 +0000 2018,0.843,0.0,0.157,@LFC,"@bakermo000 @bernarduspandu_ @GleaveDesigns Derby number 2?3?0?

#MyLFCMatchdayImage https://t.co/Dy3iWTHigZ"
27,0.0,Thu Jan 04 15:36:51 +0000 2018,1.0,0.0,0.0,@LFC,"@bakermo000 @bernarduspandu_ FA Cup Magic ?

#MyLFCMatchdayImage https://t.co/iDGmHmVHkQ"
28,0.0,Thu Jan 04 15:22:21 +0000 2018,1.0,0.0,0.0,@LFC,"@bakermo000 Friday Night Football ??

#MyLFCMatchdayImage https://t.co/gqO0Xd1cyo"
29,0.0,Thu Jan 04 15:11:50 +0000 2018,1.0,0.0,0.0,@LFC,"Tomorrow. ? ? ?

#MyLFCMatchdayImage https://t.co/ZqGGQyjAvF"
30,0.0,Thu Jan 04 15:02:20 +0000 2018,1.0,0.0,0.0,@LFC,"?? Loris Karius
? Virgil van Dijk

Jürgen Klopp discusses #LFC's potential team selection for Friday night's FA Cup… https://t.co/NAG6cx3W23"
31,-0.1531,Thu Jan 04 14:25:36 +0000 2018,0.914,0.086,0.0,@LFC,Mohamed Salah and Philippe Coutinho will miss Friday's FA Cup third-round tie with @Everton due to injury.… https://t.co/WBomxqvy2k
32,0.0,Thu Jan 04 14:19:35 +0000 2018,1.0,0.0,0.0,@LFC,"Klopp says Karius will start against @Everton tomorrow.

? https://t.co/32wWtyiqQT https://t.co/lX1JIgLhfL"
33,-0.296,Thu Jan 04 14:15:28 +0000 2018,0.735,0.173,0.092,@LFC,"Klopp on Solanke: ""Each game for Dom is very important… He will score, no doubt about that. For a player like Dom i… https://t.co/sWWpxfZAsJ"
34,0.4019,Thu Jan 04 14:04:50 +0000 2018,0.87,0.0,0.13,@LFC,"""Mo and Phil are not available. Virgil is obviously healthy, we'll see what we do with him.""

?… https://t.co/a3YU0hAqk6"
35,0.0,Thu Jan 04 13:58:42 +0000 2018,1.0,0.0,0.0,@LFC,"Follow all the live updates from Klopp's press conference ahead of FA Cup tie with @Everton.

?… https://t.co/R5ZFOESpCC"
36,0.0516,Thu Jan 04 13:00:00 +0000 2018,0.902,0.0,0.098,@LFC,"#LFC to freeze all ticket prices for the 2018-19 season.

https://t.co/hQf57i7CcG https://t.co/RptQiui9uw"
37,0.296,Thu Jan 04 11:12:00 +0000 2018,0.879,0.0,0.121,@LFC,Join us live on our @YouTube channel from 14:00 GMT for Jürgen Klopp's pre-@Everton press conference... https://t.co/gXPvLdc4hH
38,0.884,Thu Jan 04 10:34:44 +0000 2018,0.67,0.0,0.33,@LFC,"RT @NBFootball: WIN ? Watch training and enjoy a player meet &amp; greet at Melwood on 19.01.18!
We have 2 pairs of ?’s to giveaway. 

1?? Foll…"
39,0.2006,Thu Jan 04 10:32:29 +0000 2018,0.893,0.0,0.107,@LFC,"? ? Behind the scenes with our new No.4...

? More exclusive footage of @VirgilvDijk on @LFCTV GO:… https://t.co/Id1G1GgV9I"
40,0.6597,Thu Jan 04 10:00:01 +0000 2018,0.769,0.0,0.231,@LFC,"Ahead of tomorrow’s FA Cup game against @Everton, #LFC would like to remind supporters that flares, smoke bombs and… https://t.co/mO6U7vJEnf"
41,-0.1761,Thu Jan 04 09:07:18 +0000 2018,0.914,0.086,0.0,@LFC,"""It’s very hard, he marks very tightly and I just think he's a really, really high-quality player."" 

Firmino on fa… https://t.co/koUUtaG7Y1"
42,0.6369,Thu Jan 04 08:00:05 +0000 2018,0.826,0.0,0.174,@LFC,"The Reds first team during December = 2??7?? goals in 8?? games.

? of the best across all levels feature in Decemb… https://t.co/Taut74ZQ2S"
43,0.6114,Thu Jan 04 06:30:04 +0000 2018,0.556,0.0,0.444,@LFC,"Happy birthday James Milner! 

??? https://t.co/KEuufNNVu4"
44,0.5574,Wed Jan 03 22:30:00 +0000 2018,0.699,0.0,0.301,@LFC,"'These games are special, emotional, intense' ? 

Joel Matip looks ahead to Friday's Merseyside derby...

?… https://t.co/0xlsfbk4Sv"
45,0.0,Wed Jan 03 21:27:47 +0000 2018,1.0,0.0,0.0,@LFC,"RT @LFC: Undefeated in December, but who was our stand-out performer?

Vote for your @StanChart #LFC Player of the Month: https://t.co/DObd…"
46,0.0,Wed Jan 03 20:22:49 +0000 2018,1.0,0.0,0.0,@LFC,"@GWijnaldum ? Everton prep under the Melwood lights...

Today's session in pics ? https://t.co/ECkoSu1B9k https://t.co/WI0alrFayK"
47,0.0,Wed Jan 03 20:16:44 +0000 2018,1.0,0.0,0.0,@LFC,? https://t.co/aAzdrkXjVo
48,0.0,Wed Jan 03 20:13:26 +0000 2018,1.0,0.0,0.0,@LFC,Settling in at Melwood. ? https://t.co/igk23qSzkP
49,0.0,Wed Jan 03 19:11:55 +0000 2018,1.0,0.0,0.0,@LFC,"RT @LFC: 'Van Dijk is a massive signing for LFC - and for me too' ?

@J_Gomez97 expects his new teammate to be another role model to follow…"
50,0.0,Wed Jan 03 18:23:08 +0000 2018,1.0,0.0,0.0,@LFC,"RT @LFC: ? Behind-the-scenes at Melwood. 

Watch extended footage of @VirgilvDijk's first #LFC training session only on @LFCTV GO ? https:/…"
51,0.0,Wed Jan 03 16:00:48 +0000 2018,1.0,0.0,0.0,@LFC,"Undefeated in December, but who was our stand-out performer?

Vote for your @StanChart #LFC Player of the Month:… https://t.co/IJkYoZibYr"
52,0.9062,Wed Jan 03 12:36:18 +0000 2018,0.627,0.0,0.373,@LFC,"""It is great to see how much we have improved. To be a part of it again is a great feeling."" ?

@officialAL20 credi… https://t.co/41Zu2gak5O"
53,0.0,Wed Jan 03 09:01:25 +0000 2018,1.0,0.0,0.0,@LFC,"'Van Dijk is a massive signing for LFC - and for me too' ?

@J_Gomez97 expects his new teammate to be another role… https://t.co/j9G0mWx0pO"
54,0.0,Wed Jan 03 06:45:02 +0000 2018,1.0,0.0,0.0,@LFC,"? Behind-the-scenes at Melwood. 

Watch extended footage of @VirgilvDijk's first #LFC training session only on… https://t.co/G7rVazPPvn"
55,0.0,Tue Jan 02 22:26:37 +0000 2018,1.0,0.0,0.0,@LFC,"RT @LFC: ?? “Virgil van Dijk as a Red ?”

https://t.co/OswbXeXKmd"
56,0.128,Tue Jan 02 20:34:00 +0000 2018,0.914,0.0,0.086,@LFC,"RT @LFC: ? Melwood 

Watch exclusive, behind-the-scenes footage of @VirgilvDijk's first #LFC training session via @LFCTV GO: https://t.co/S…"
57,0.6388,Tue Jan 02 18:28:08 +0000 2018,0.7,0.076,0.224,@LFC,"RT @LFC: Sadio Mane admitted #LFC were not at their best against @BurnleyOfficial but insists their 2-1 win was a fully 'deserved' one.

?…"
58,0.7684,Tue Jan 02 17:32:57 +0000 2018,0.788,0.0,0.212,@LFC,"RT @LFC: ""It’s not about the goal but it feels great to have three points.""

Klavan reflects on yesterday's victory against @BurnleyOfficia…"
59,0.0,Tue Jan 02 16:48:18 +0000 2018,1.0,0.0,0.0,@LFC,"?? “Virgil van Dijk as a Red ?”

https://t.co/OswbXeXKmd"
60,0.128,Tue Jan 02 16:22:28 +0000 2018,0.903,0.0,0.097,@LFC,"? Melwood 

Watch exclusive, behind-the-scenes footage of @VirgilvDijk's first #LFC training session via @LFCTV GO:… https://t.co/zHCsEIN0Np"
61,0.6114,Tue Jan 02 14:17:08 +0000 2018,0.637,0.0,0.363,@LFC,"RT @LFC: Happy birthday, Maxi Rodriguez! ?? https://t.co/kcMXKSK6l7"
62,0.6388,Tue Jan 02 11:01:48 +0000 2018,0.664,0.085,0.25,@LFC,Sadio Mane admitted #LFC were not at their best against @BurnleyOfficial but insists their 2-1 win was a fully 'des… https://t.co/cUHGoWgkof
63,0.7684,Tue Jan 02 09:47:46 +0000 2018,0.771,0.0,0.229,@LFC,"""It’s not about the goal but it feels great to have three points.""

Klavan reflects on yesterday's victory against… https://t.co/yUEMAoIvvl"
64,0.7184,Tue Jan 02 08:02:50 +0000 2018,0.727,0.0,0.273,@LFC,"After three-and-a-half years with the Reds, Pepijn Lijnders has penned a special message of gratitude to #LFC playe… https://t.co/8r7bcTivB5"
65,0.0,Tue Jan 02 08:00:24 +0000 2018,1.0,0.0,0.0,@LFC,"Pepijn Lijnders has left his role with #LFC to become the head coach of Dutch club NEC Nijmegen, with immediate eff… https://t.co/oXPW1oaZrH"
66,0.5859,Tue Jan 02 07:44:17 +0000 2018,0.858,0.0,0.142,@LFC,"RT @LFCTV: Full match ??
Match highlights ??
Mane's stunner from every angle ??
Klavan's late, late winner ??
Studio analysis ??
Klopp post…"
67,0.6114,Tue Jan 02 06:00:04 +0000 2018,0.556,0.0,0.444,@LFC,"Happy birthday, Maxi Rodriguez! ?? https://t.co/kcMXKSK6l7"
68,0.0772,Mon Jan 01 22:12:20 +0000 2018,0.929,0.0,0.071,@LFC,"RT @LFC: ???

Our new number 4??

Pick up your Virgil van Dijk #LFC shirt today: https://t.co/FJG51tOu99 https://t.co/0NjNCMt2p6"
69,0.0,Mon Jan 01 21:57:14 +0000 2018,1.0,0.0,0.0,@LFC,RT @LFC: ?? A look back at @VirgilvDijk's career so far ?? https://t.co/NjgS1DltVk
70,0.4926,Mon Jan 01 21:31:19 +0000 2018,0.556,0.0,0.444,@LFC,RT @LFC: Looking good! ? https://t.co/VTzu6btzsg
71,0.0,Mon Jan 01 21:20:51 +0000 2018,1.0,0.0,0.0,@LFC,"RT @LFC: The Virgil van Dijk story so far...

? VVD profile: https://t.co/BuVw6aF9Wm
? facts: https://t.co/GAr3tRLFLL
? career gallery: htt…"
72,0.0,Mon Jan 01 20:52:33 +0000 2018,1.0,0.0,0.0,@LFC,"RT @LFC: ?

@VirgilvDijk's first Melwood session: https://t.co/IJz4LEyKbq https://t.co/nSwubwizY5"
73,0.8622,Mon Jan 01 19:54:28 +0000 2018,0.61,0.0,0.39,@LFC,RT @GWijnaldum: A great way to start the new year after a thrilling game! Well done boys #weareliverpool #YNWA https://t.co/NNsJYLkHMK
74,0.6249,Mon Jan 01 19:45:02 +0000 2018,0.837,0.0,0.163,@LFC,"After another superb goal today, get up close and personal with Sadio Mane in our latest episode of 'At Home With..… https://t.co/ADH1m9dJXF"
75,0.8126,Mon Jan 01 19:19:32 +0000 2018,0.619,0.0,0.381,@LFC,"ICYMI, @VirgilvDijk's first #LFC interview: https://t.co/4kXyX7iERx

""Liverpool are the perfect, perfect match for… https://t.co/27KLbnsej9"
76,0.5423,Mon Jan 01 18:52:07 +0000 2018,0.667,0.0,0.333,@LFC,@carlsberg Well played @Alex_OxChambo. Your @carlsberg Man of the Match ? https://t.co/GfOFlj8GH9
77,0.1531,Mon Jan 01 18:44:13 +0000 2018,0.849,0.0,0.151,@LFC,"Burnley drama ?
Mane ovation ?
Lallana return ?

Klopp's verdict: https://t.co/1ut4PzE4mE https://t.co/u1hRf2TA0F"
78,0.5719,Mon Jan 01 18:17:11 +0000 2018,0.619,0.0,0.381,@LFC,RT @Alex_OxChambo: Happy New Year ? #YNWA https://t.co/VphJm1VnW2
79,0.0,Mon Jan 01 18:12:33 +0000 2018,1.0,0.0,0.0,@LFC,"""We made a few tests that make sense only for him and for us, to see where he stands."" 

The boss on when… https://t.co/0O7uYoqAfj"
80,0.7955,Mon Jan 01 18:06:21 +0000 2018,0.748,0.0,0.252,@LFC,"RT @trentaa98: Massive 3 points! Starting 2018 as we mean to go on! Amazing support, fans pushed us until the very end??? #66 https://t.co/…"
81,0.0,Mon Jan 01 18:04:18 +0000 2018,1.0,0.0,0.0,@LFC,"""YES, IT'S THERE!!""

? Turn that sound on and relive #BURLIV in a minute ? https://t.co/c83FHS9Oeg"
82,-0.4215,Mon Jan 01 17:59:48 +0000 2018,0.797,0.203,0.0,@LFC,Jürgen Klopp provides an injury update on Salah and Coutinho: https://t.co/peBkcjhvno https://t.co/ot7w0qumuX
83,0.9436,Mon Jan 01 17:56:24 +0000 2018,0.599,0.0,0.401,@LFC,RT @andrewrobertso5: Not the best of games but a massive win from the boys! Great character to keep going and score so late on! #YNWA
84,0.0,Mon Jan 01 17:44:02 +0000 2018,1.0,0.0,0.0,@LFC,"6?? points in 4??8?? hours. 

https://t.co/gldcAQZPLt https://t.co/ZtdNabc8EC"
85,0.1531,Mon Jan 01 17:29:21 +0000 2018,0.667,0.152,0.181,@LFC,"Lovren and Klavan combine to steal dramatic win. ?

Our take on today's late victory: https://t.co/gldcAQZPLt https://t.co/qoafsmtXDd"
86,0.0,Mon Jan 01 17:23:20 +0000 2018,1.0,0.0,0.0,@LFC,A dramatic end to the game. Who was your @carlsberg Man of the Match today?
87,0.9297,Mon Jan 01 17:23:05 +0000 2018,0.604,0.0,0.396,@LFC,"RT @SMignolet: Good start of the year!! Continuing the winning streak as a captain! ?? To all @LFC fans, Happy New Year, hope you all enjoy…"
88,0.5719,Mon Jan 01 17:06:41 +0000 2018,0.575,0.0,0.425,@LFC,"Happy New Year, Reds. ?? https://t.co/ZBjLHrXTnL"
89,0.0,Mon Jan 01 16:59:50 +0000 2018,1.0,0.0,0.0,@LFC,? https://t.co/AcsAc1PLrn
90,0.0,Mon Jan 01 16:53:13 +0000 2018,1.0,0.0,0.0,@LFC,"GET IN!!!! ?

[1-2] https://t.co/NJXSEL5vXi"
91,0.0,Mon Jan 01 16:51:28 +0000 2018,1.0,0.0,0.0,@LFC,"GGGGGOAAAAAAAALLLL!!!!!!!!!!!!

[1-2] https://t.co/AbLlszz7m8"
92,0.0,Mon Jan 01 16:44:11 +0000 2018,1.0,0.0,0.0,@LFC,"Goal. Gudmundsson levels up at the back-post.

[1-1]"
93,0.6988,Mon Jan 01 16:41:07 +0000 2018,0.403,0.161,0.436,@LFC,"84: A brilliant Pope save denies @Alex_OxChambo from adding a second!! 

[0-1]"
94,0.0,Mon Jan 01 16:39:00 +0000 2018,1.0,0.0,0.0,@LFC,"Mane's last 4?? #PL games on the road...

2?? Goals
3?? Assists https://t.co/EpOvXPTzuv"
95,0.5983,Mon Jan 01 16:32:28 +0000 2018,0.435,0.0,0.565,@LFC,Fantastic finish! ?? https://t.co/KRYClm1e97
96,0.5859,Mon Jan 01 16:31:02 +0000 2018,0.656,0.068,0.276,@LFC,"74: Lovely strike from @trentaa98 but Pope does well to push the effort away.

[0-1]"
97,0.0,Mon Jan 01 16:29:12 +0000 2018,1.0,0.0,0.0,@LFC,"73: Klopp also makes a change...

?? Mane
?? Firmino

[0-1]

https://t.co/SljSS8z9x4 https://t.co/AApbGJ3qZO"
98,0.0,Mon Jan 01 16:28:20 +0000 2018,1.0,0.0,0.0,@LFC,"72: #BFC make the first change of the afternoon; Vokes replaces Hendrick.

[0-1]"
99,0.2714,Mon Jan 01 16:19:23 +0000 2018,0.884,0.0,0.116,@LFC,"GOAL! Spectacular finish as Mane turns and smashes the ball into the top corner from 18-yards. ?

[0-1]"
